transaction_id,user_id,account_id,amount,transaction_type,category,merchant_name,transaction_date,payment_method,is_flagged,monthly_budget,spent_in_category_month,over_budget_percentage
9740,570,290,261.83,expense,Health,Optics,27/02/2024 14:00,card,0,2076.02,3282.19,58.1
7144,44,22,31.63,expense,Education,Bookstore,15/01/2024 00:00,cash,0,2584.54,3478.56,34.59
5351,151,737,457.98,expense,Shopping,H&M,16/10/2024 04:00,card,1,1527.42,1757.68,15.08
7908,467,5,97.94,expense,Food,Burger King,23/02/2024 15:00,bank_transfer,0,383.15,596.57,55.7
1339,264,17,498.46,expense,Shopping,Amazon,02/02/2024 09:00,bank_transfer,0,859.26,529.09,0
8273,41,393,554.38,expense,Entertainment,PlayStation Store,01/03/2024 08:00,bank_transfer,0,828.62,744.24,0
4341,268,716,289.38,expense,Other,Misc Store,23/11/2024 19:00,bank_transfer,0,1680.5,777.44,0
1484,569,426,190.48,expense,Bills,Gas Utility,19/08/2024 12:00,cash,0,1963.16,2586.01,31.73
3214,78,642,97.65,expense,Shopping,Zara,19/09/2024 08:00,cash,0,1880.07,2070.46,10.13
9340,144,387,218.78,expense,Shopping,Local Mall,13/08/2024 17:00,bank_transfer,0,2955.82,2376.17,0
1431,73,267,546.23,expense,Bills,Water Co,13/05/2024 06:00,cash,0,2404.66,464.92,0
9563,407,112,452.42,income,Salary,Company Payroll,30/05/2024 19:00,bank_transfer,0,2335.95,1918.28,0
8351,70,357,472.46,expense,Entertainment,Cinema,04/12/2024 02:00,cash,0,2772.71,748.95,0
7187,141,337,242.56,expense,Entertainment,Netflix,05/09/2024 14:00,mobile_wallet,0,1602.86,415.76,0
8758,476,867,227.77,expense,Food,KFC,01/10/2024 05:00,bank_transfer,0,1410.12,2041.23,44.76
5704,568,528,2387.1,income,Investment,Crypto Exchange,22/05/2024 10:00,mobile_wallet,0,2661,2886.88,8.49
5052,289,158,643.64,income,Investment,Stock Broker,18/07/2024 06:00,cash,0,2689.32,1033.49,0
9464,90,613,303.99,expense,Food,McDonald's,26/10/2024 06:00,cash,0,812.89,507.51,0
1203,234,656,826.75,income,Salary,Freelance Client,01/02/2024 18:00,bank_transfer,0,2902.99,401.69,0
2725,249,35,790.37,expense,Shopping,Amazon,07/03/2024 23:00,mobile_wallet,0,1153.63,1745.13,51.27
3302,76,6,515.08,income,Salary,Company Payroll,20/03/2024 12:00,mobile_wallet,0,1408.76,2040.36,44.83
6742,19,588,209.43,expense,Food,Starbucks,14/06/2024 19:00,card,0,1835.39,1528.82,0
3276,421,437,406.78,expense,Entertainment,Cinema,06/10/2024 03:00,mobile_wallet,0,719.77,836.58,16.23
7964,235,377,2746.86,income,Salary,Company Payroll,20/07/2024 11:00,bank_transfer,0,335.08,289.73,0
3977,282,446,304.57,expense,Shopping,Amazon,28/03/2024 09:00,card,0,699.72,418.62,0
2340,167,796,303.2,expense,Food,Starbucks,28/03/2024 07:00,card,0,713.44,733.19,2.77
4015,429,36,397.94,expense,Other,Service Fee,16/03/2024 01:00,bank_transfer,0,2003.99,345.13,0
1642,290,814,98.89,expense,Shopping,Sephora,17/01/2024 07:00,bank_transfer,1,2929.32,4471.68,52.65
4815,210,418,752.12,expense,Education,University,30/11/2024 13:00,cash,0,2720.64,1696.67,0
5939,584,681,608.57,expense,Entertainment,Spotify,02/11/2024 13:00,card,0,2030.83,3208.13,57.97
8490,307,382,3262.91,income,Salary,Freelance Client,06/09/2024 22:00,bank_transfer,0,2492.97,209.87,0
3498,496,197,68.82,expense,Food,KFC,12/12/2024 19:00,card,0,1299.36,1829.61,40.81
2483,386,331,1791.97,income,Salary,Freelance Client,23/10/2024 01:00,mobile_wallet,0,2246.5,1823.15,0
1900,594,899,652.68,expense,Shopping,Zara,27/12/2024 01:00,bank_transfer,0,2216.29,1792.7,0
6617,292,174,689.18,expense,Health,Dentist,27/06/2024 07:00,mobile_wallet,0,1206.31,548.83,0
2413,495,866,415.06,expense,Transport,Metro,05/06/2024 17:00,card,0,2012.54,864.21,0
8080,583,442,115.41,expense,Shopping,IKEA,26/04/2024 19:00,cash,0,965.08,1433.85,48.57
9640,41,322,764.65,expense,Health,Dentist,29/08/2024 22:00,bank_transfer,0,1922.33,1865.42,0
1397,447,676,541.23,expense,Transport,Uber,26/09/2024 07:00,cash,0,1953.31,1059.02,0
3897,37,798,148.79,expense,Other,Misc Store,07/09/2024 04:00,bank_transfer,0,894.12,658.17,0
4532,491,291,1930.74,income,Salary,Freelance Client,21/04/2024 16:00,card,0,960.74,615.05,0
1201,288,782,680.39,income,Salary,Contract Payment,21/05/2024 05:00,card,0,609.92,772.46,26.65
9852,391,116,3312.34,income,Investment,Mutual Funds,27/05/2024 15:00,bank_transfer,0,2734.2,795.29,0
7895,124,92,406.24,expense,Health,Clinic,14/11/2024 09:00,cash,0,2807.35,417.57,0
417,466,153,789.06,expense,Transport,Metro,16/02/2024 10:00,cash,0,878.24,278.21,0
5222,294,470,719.03,expense,Food,KFC,15/08/2024 18:00,cash,0,2233.48,224.4,0
9615,503,562,338.89,expense,Transport,Gas Station,27/11/2024 05:00,cash,0,2075.58,2800.82,34.94
8904,170,377,393.24,expense,Transport,Lyft,11/01/2024 05:00,mobile_wallet,0,335.57,289.72,0
6577,416,353,299.6,expense,Entertainment,Concert Venue,26/08/2024 20:00,bank_transfer,0,287.5,377.42,31.28
5031,405,612,231.82,expense,Bills,Gas Utility,07/07/2024 23:00,bank_transfer,0,2112.37,708.26,0
773,489,362,517.65,expense,Transport,Taxi,13/10/2024 19:00,mobile_wallet,0,1615.04,264.36,0
459,443,201,744.18,expense,Bills,Electric Co,15/08/2024 11:00,mobile_wallet,0,1228.3,1745.4,42.1
3575,433,288,618.04,expense,Health,Clinic,04/07/2024 03:00,mobile_wallet,0,2436.92,2281.94,0
8683,188,788,470.71,expense,Entertainment,Netflix,22/09/2024 03:00,cash,0,1146.24,150.21,0
3319,7,610,741.73,expense,Other,Service Fee,06/12/2024 04:00,bank_transfer,0,908.02,1263.17,39.11
3905,347,503,740.53,expense,Bills,Electric Co,05/04/2024 18:00,mobile_wallet,0,1192.89,610.65,0
9173,286,712,611.57,expense,Transport,Taxi,23/03/2024 12:00,card,0,1875.62,879.76,0
1271,192,307,136.62,expense,Transport,Metro,20/04/2024 17:00,cash,0,597.73,38.77,0
4431,68,354,358.26,expense,Education,Tuition Office,20/06/2024 10:00,card,0,848.33,361.32,0
6003,319,807,715.09,expense,Food,KFC,25/04/2024 02:00,mobile_wallet,0,2052.93,1293.15,0
8646,64,833,734.63,expense,Bills,Mobile Carrier,10/05/2024 10:00,bank_transfer,0,2380.35,3563.74,49.71
235,338,442,4495.42,income,Salary,Company Payroll,26/02/2024 19:00,cash,0,606.53,53.72,0
7166,138,409,768.28,expense,Shopping,Amazon,17/07/2024 14:00,cash,0,2210.22,1842.01,0
211,203,646,78.02,expense,Education,Coursera,14/07/2024 10:00,cash,0,2896.99,1570.86,0
4110,528,551,506.09,expense,Shopping,Local Mall,02/04/2024 00:00,bank_transfer,0,594.52,766.53,28.93
536,171,129,476.11,expense,Shopping,Local Mall,24/01/2024 12:00,bank_transfer,0,614.76,473.23,0
231,314,876,1223.33,income,Investment,Mutual Funds,08/01/2024 22:00,mobile_wallet,0,1624.28,500.79,0
6311,428,322,2683.82,income,Salary,Freelance Client,08/01/2024 04:00,mobile_wallet,0,611.93,224.77,0
8373,424,132,171.22,expense,Health,Gym,01/09/2024 09:00,card,1,1821.6,1045.07,0
4677,536,296,451.87,expense,Entertainment,Cinema,15/08/2024 12:00,cash,0,2895.37,3807.18,31.49
5047,18,425,224.19,expense,Shopping,Zara,10/05/2024 04:00,card,1,2230.59,618.08,0
8792,473,284,175.03,expense,Health,Optics,03/06/2024 23:00,bank_transfer,0,2707.17,434.89,0
1263,358,836,653.04,expense,Transport,Bus Co,07/06/2024 04:00,card,0,1650.2,11.73,0
9491,402,22,668.83,expense,Education,Coursera,20/09/2024 23:00,card,0,805.83,146.86,0
8693,512,440,623.44,expense,Education,Coursera,06/02/2024 07:00,cash,0,1947.81,1248.87,0
6692,123,189,125.38,expense,Education,Udemy,05/12/2024 08:00,card,0,2612.69,2349.87,0
4701,123,692,477.53,expense,Entertainment,Cinema,21/03/2024 11:00,bank_transfer,1,1534.57,1737.98,13.26
1009,505,79,3139.15,income,Investment,Mutual Funds,07/06/2024 01:00,mobile_wallet,0,1686.66,2481.47,47.12
8346,226,104,85.55,expense,Other,Misc Store,11/01/2024 18:00,card,0,1462.81,887.69,0
8706,113,221,30.19,expense,Health,Clinic,13/06/2024 17:00,mobile_wallet,0,1921.03,2689.04,39.98
274,38,131,3172.45,income,Salary,Contract Payment,11/09/2024 22:00,cash,0,2445.59,2969.13,21.41
6025,59,540,52.42,expense,Education,Udemy,22/08/2024 06:00,bank_transfer,0,1325.11,1098.34,0
8804,235,534,655.96,expense,Education,Bookstore,07/02/2024 13:00,cash,0,1886.02,18.78,0
685,7,14,561.5,expense,Education,University,25/01/2024 00:00,card,0,2548.36,1335.87,0
5734,211,412,456.24,expense,Education,Udemy,06/02/2024 15:00,bank_transfer,0,518.05,260.1,0
7178,583,638,401.06,expense,Food,Burger King,04/06/2024 17:00,bank_transfer,0,1431.72,2082.47,45.45
1752,560,7,7.52,expense,Food,Burger King,07/06/2024 10:00,card,0,2354.38,2241.3,0
5715,312,49,599.14,expense,Shopping,Zara,30/11/2024 10:00,card,0,2213.85,705.52,0
854,324,805,656.86,expense,Entertainment,PlayStation Store,12/02/2024 23:00,card,0,2285.72,2576.24,12.71
6873,179,7,2196.31,income,Investment,Stock Broker,24/01/2024 23:00,bank_transfer,0,585.12,263.16,0
1669,386,750,1687.01,income,Salary,Freelance Client,27/11/2024 16:00,mobile_wallet,0,570.63,61.09,0
4953,393,188,590.07,expense,Health,Dentist,19/09/2024 16:00,bank_transfer,0,238.09,158.85,0
704,186,20,249.85,expense,Shopping,Amazon,06/02/2024 13:00,card,0,898.53,88.55,0
2583,45,150,463.77,expense,Entertainment,Concert Venue,19/01/2024 02:00,cash,0,2891.46,869.85,0
9743,348,299,492.65,expense,Entertainment,Cinema,20/09/2024 02:00,cash,0,977.28,91.45,0
3913,326,23,478.71,expense,Education,Coursera,30/12/2024 08:00,mobile_wallet,0,2230.79,3562.79,59.71
1787,316,180,169.86,expense,Transport,Lyft,02/08/2024 23:00,mobile_wallet,0,374.95,504.24,34.48
1597,167,741,696.17,expense,Health,Gym,09/08/2024 18:00,bank_transfer,0,1508.92,81.21,0
4979,340,536,4509.98,income,Salary,Freelance Client,21/02/2024 00:00,cash,0,1334.94,19.16,0
4741,424,255,482.53,expense,Health,Gym,31/03/2024 18:00,mobile_wallet,0,1198.02,473.28,0
6694,125,173,3169.59,income,Investment,Crypto Exchange,16/09/2024 04:00,card,0,1594.97,2294.6,43.86
329,322,416,124,expense,Health,Pharmacy,02/09/2024 22:00,bank_transfer,0,1731.86,1277.17,0
5875,282,534,676.8,expense,Entertainment,Spotify,20/03/2024 09:00,bank_transfer,1,2254.64,1709.52,0
5827,98,600,98.4,expense,Transport,Taxi,05/04/2024 16:00,cash,0,2924.26,2268.42,0
1270,133,73,492.96,income,Investment,Stock Broker,10/04/2024 19:00,mobile_wallet,0,610.98,527.21,0
2438,480,3,381.11,expense,Food,Subway,13/04/2024 11:00,bank_transfer,0,658.48,629.71,0
4662,132,756,408.47,expense,Health,Pharmacy,15/08/2024 04:00,cash,0,610.78,72.18,0
4222,38,376,1060.48,income,Investment,Stock Broker,06/12/2024 00:00,cash,0,1720.48,1976.98,14.91
1001,424,204,691.07,expense,Food,KFC,22/10/2024 14:00,cash,0,2037.31,3085.03,51.43
7064,534,709,67.69,expense,Health,Dentist,01/03/2024 14:00,card,0,2417.56,2475.48,2.4
842,367,282,764.37,expense,Bills,Gas Utility,25/07/2024 21:00,bank_transfer,0,1787.8,2273.51,27.17
4388,333,201,295.31,expense,Other,Gift,03/07/2024 11:00,cash,0,2919.97,3087.65,5.74
9313,183,70,293.15,expense,Health,Dentist,12/08/2024 16:00,cash,0,1985.68,1282.38,0
4219,521,544,288.77,expense,Other,Gift,22/08/2024 04:00,cash,0,2950.53,377.67,0
9796,55,491,4677.36,income,Salary,Company Payroll,20/11/2024 11:00,bank_transfer,0,1264.61,1170.56,0
5290,490,743,454.63,expense,Bills,Gas Utility,16/10/2024 02:00,card,0,1785.83,1776.71,0
292,340,52,721.49,expense,Transport,Lyft,13/05/2024 20:00,bank_transfer,0,761.89,965.76,26.76
622,262,713,355.23,expense,Transport,Lyft,29/03/2024 19:00,bank_transfer,0,2531.85,2930.68,15.75
8013,59,670,171.22,expense,Food,Subway,05/01/2024 19:00,mobile_wallet,0,907.72,1343.23,47.98
1158,334,364,121.16,expense,Food,Burger King,30/04/2024 10:00,bank_transfer,1,2800.32,4188.95,49.59
3346,391,236,91.66,expense,Food,KFC,26/12/2024 20:00,card,0,1319.06,1892.46,43.47
7071,44,182,345.41,expense,Entertainment,Concert Venue,27/09/2024 23:00,bank_transfer,1,639.48,633.84,0
7031,115,323,150.6,expense,Shopping,IKEA,01/05/2024 10:00,mobile_wallet,0,2807.13,4435.74,58.02
8455,455,158,7.17,expense,Entertainment,Cinema,11/03/2024 11:00,card,0,1481.75,39.15,0
116,300,842,221.89,expense,Transport,Bus Co,21/12/2024 20:00,bank_transfer,0,1296.69,2038.74,57.23
4832,526,642,412.17,expense,Food,Burger King,05/02/2024 10:00,cash,0,1153.38,847.5,0
194,329,740,731.44,expense,Food,McDonald's,22/10/2024 01:00,cash,0,2030.97,565.58,0
3888,177,278,485.21,expense,Bills,Electric Co,02/04/2024 02:00,card,0,2380.53,2008.83,0
1194,247,90,1894.88,income,Salary,Freelance Client,29/08/2024 04:00,mobile_wallet,0,1490.89,676.27,0
7092,467,587,115.51,expense,Transport,Bus Co,27/10/2024 23:00,cash,0,724.91,416.02,0
8345,267,391,291.24,expense,Entertainment,Spotify,04/09/2024 22:00,bank_transfer,0,1039.41,549.54,0
7076,435,351,672.11,expense,Bills,Electric Co,07/02/2024 04:00,cash,0,2566.71,1804.24,0
7765,288,201,185.22,expense,Food,Local Diner,06/05/2024 09:00,bank_transfer,0,650.88,401.08,0
8698,62,781,1581.98,income,Salary,Company Payroll,10/06/2024 23:00,cash,0,1834.86,2671.68,45.61
876,137,388,127.61,expense,Food,KFC,17/05/2024 18:00,cash,1,1489.63,16.09,0
7168,404,835,47.85,expense,Food,Starbucks,05/03/2024 10:00,mobile_wallet,0,1215.53,1408.87,15.91
8843,203,22,752.8,expense,Other,Gift,28/02/2024 20:00,bank_transfer,0,1305.26,67,0
3924,508,733,577.04,expense,Shopping,Amazon,08/08/2024 12:00,card,0,2185.89,471.75,0
3248,342,689,389.29,expense,Other,Misc Store,14/12/2024 23:00,mobile_wallet,0,1258.99,1973.97,56.79
8448,62,609,2947.22,income,Salary,Freelance Client,09/04/2024 04:00,card,0,482.52,585.5,21.34
4112,28,193,564.19,expense,Shopping,Amazon,22/05/2024 05:00,bank_transfer,0,2869.43,4325.67,50.75
714,385,254,1186.85,income,Salary,Company Payroll,19/01/2024 12:00,cash,0,409.06,580.56,41.93
7486,241,897,2230.42,income,Investment,Mutual Funds,27/12/2024 19:00,card,0,2754.29,2913.67,5.79
7051,595,372,4553.08,income,Salary,Freelance Client,19/07/2024 03:00,card,0,311.21,412.44,32.53
9155,578,448,83.3,expense,Entertainment,Concert Venue,03/02/2024 11:00,card,0,2453.88,960.82,0
3505,516,882,4840.62,income,Investment,Crypto Exchange,17/09/2024 22:00,card,0,2582.89,965.17,0
7551,565,294,3171.78,income,Investment,Crypto Exchange,31/05/2024 01:00,bank_transfer,1,325.65,218.41,0
2169,560,860,704.87,expense,Food,Starbucks,01/04/2024 20:00,mobile_wallet,0,1491.28,35.32,0
2255,316,32,258.3,expense,Other,Gift,04/02/2024 07:00,bank_transfer,0,1074.78,532.94,0
1547,435,671,756.59,expense,Education,University,03/12/2024 05:00,bank_transfer,0,1368.05,1078.1,0
3228,208,237,516.74,expense,Transport,Taxi,24/04/2024 12:00,bank_transfer,0,775.45,135.99,0
8809,264,135,12.96,expense,Health,Gym,28/12/2024 10:00,bank_transfer,0,1713.96,2374.98,38.57
197,431,208,3030.07,income,Salary,Contract Payment,06/12/2024 17:00,mobile_wallet,0,578.53,81.51,0
6141,474,371,740.69,expense,Entertainment,Cinema,02/04/2024 23:00,card,0,2045.69,2906.7,42.09
7053,521,232,797.19,expense,Transport,Bus Co,07/05/2024 13:00,card,0,1825.82,1598.83,0
6500,43,192,499.37,expense,Shopping,Zara,21/04/2024 13:00,card,0,2266.01,60.18,0
9987,557,773,646.75,expense,Education,University,21/09/2024 13:00,mobile_wallet,0,1669.02,2569.68,53.96
2694,197,460,3600.54,income,Salary,Freelance Client,30/07/2024 23:00,card,0,2057.95,896.7,0
2052,487,196,314.98,expense,Bills,Internet Provider,28/09/2024 18:00,cash,0,1687.71,605.14,0
2907,186,710,155.03,expense,Shopping,Zara,31/07/2024 04:00,card,0,2100.76,3248.13,54.62
3681,175,631,541.86,expense,Education,Bookstore,07/05/2024 14:00,card,0,2078.06,39.91,0
469,372,120,726.18,expense,Entertainment,Spotify,27/11/2024 12:00,cash,0,1804.81,2391.43,32.5
8699,8,389,366.43,expense,Education,Udemy,22/09/2024 01:00,card,1,2499.04,1619.63,0
8670,377,535,629.61,expense,Education,Bookstore,25/11/2024 16:00,bank_transfer,0,1122.7,925.16,0
6436,49,579,328.3,expense,Education,University,16/05/2024 16:00,mobile_wallet,0,1095.21,258.71,0
7897,534,795,1082.93,income,Salary,Contract Payment,12/08/2024 06:00,bank_transfer,0,2635.14,649.58,0
6337,406,117,1261.96,income,Investment,Stock Broker,07/12/2024 05:00,cash,1,2669.22,426.44,0
6701,153,784,666.59,expense,Education,Coursera,28/06/2024 18:00,mobile_wallet,0,2959.93,1553.19,0
4691,164,477,311.21,expense,Food,Local Diner,24/09/2024 17:00,card,0,2025.73,2005.26,0
5432,182,630,523.06,expense,Health,Gym,27/03/2024 13:00,bank_transfer,0,1714.81,518.77,0
1973,559,307,236.54,expense,Shopping,H&M,02/03/2024 18:00,bank_transfer,0,1471.72,1047.2,0
2117,509,370,485.39,expense,Other,Service Fee,24/06/2024 17:00,cash,0,1809.82,1709.9,0
9986,54,422,387.86,expense,Education,University,13/05/2024 16:00,card,0,2914.16,3537.79,21.4
5442,47,718,111.01,expense,Shopping,Local Mall,26/10/2024 19:00,cash,0,2910.13,3107.66,6.79
8191,363,808,198.24,expense,Shopping,H&M,26/11/2024 05:00,card,0,2598.56,2389.29,0
8835,557,182,753.42,expense,Other,Unknown,08/09/2024 14:00,mobile_wallet,0,1566.15,2150.57,37.32
1099,142,411,480.77,expense,Education,University,09/12/2024 04:00,mobile_wallet,0,1139.81,171.87,0
7242,230,287,286.38,expense,Food,McDonald's,01/10/2024 10:00,mobile_wallet,0,537.94,595.85,10.77
9695,485,439,776.6,expense,Education,Bookstore,25/04/2024 11:00,cash,0,654.03,937.15,43.29
6562,440,369,509.32,expense,Education,Bookstore,12/02/2024 20:00,card,0,2748.3,766.63,0
2854,533,890,1680.05,income,Salary,Freelance Client,07/08/2024 06:00,cash,0,310.36,491.97,58.52
7055,186,158,789.27,expense,Entertainment,PlayStation Store,03/07/2024 10:00,cash,0,216.83,341.54,57.52
1979,292,203,1636.11,income,Investment,Stock Broker,29/02/2024 18:00,cash,0,2352.65,17.66,0
7156,307,644,1972.95,income,Salary,Company Payroll,18/01/2024 13:00,cash,0,2248.86,2534.15,12.69
4689,223,586,2518.57,income,Salary,Contract Payment,15/02/2024 00:00,card,0,2842.65,4389.82,54.43
7355,286,103,3174.14,income,Investment,Mutual Funds,23/12/2024 03:00,mobile_wallet,0,1642.09,2176.34,32.53
895,136,331,761.17,expense,Transport,Bus Co,19/06/2024 06:00,bank_transfer,0,2755.22,2867.37,4.07
8023,323,129,777.21,expense,Education,Tuition Office,28/11/2024 11:00,card,0,1267.55,516.06,0
1072,64,388,55.43,expense,Education,Bookstore,07/04/2024 00:00,mobile_wallet,0,876.53,699.21,0
3662,423,192,360.33,expense,Health,Optics,04/05/2024 13:00,cash,0,2866.03,4477.65,56.23
7225,400,785,540.92,expense,Bills,Mobile Carrier,06/01/2024 13:00,card,0,2429.78,2878.49,18.47
3018,205,572,749.74,expense,Education,Coursera,29/09/2024 08:00,cash,0,2216.72,3184.87,43.67
1480,520,869,302.42,expense,Entertainment,Spotify,03/10/2024 15:00,mobile_wallet,0,729.79,513.75,0
2144,108,284,77.5,expense,Food,Subway,03/10/2024 10:00,mobile_wallet,0,1083.65,474.44,0
1535,426,131,410.57,expense,Food,Subway,14/06/2024 09:00,mobile_wallet,0,552.09,458.17,0
2634,138,177,253.05,expense,Health,Pharmacy,18/02/2024 13:00,mobile_wallet,0,1765.39,1772.08,0.38
4298,570,247,725.39,expense,Health,Clinic,03/01/2024 13:00,card,0,1994.82,197.54,0
7047,550,41,123.92,expense,Transport,Gas Station,02/08/2024 00:00,card,0,782.69,988.71,26.32
2000,491,782,520.42,expense,Education,Tuition Office,21/03/2024 13:00,mobile_wallet,0,239.78,251.85,5.03
7717,381,352,652.3,expense,Other,Gift,07/02/2024 21:00,bank_transfer,0,910.15,498.61,0
8936,541,238,785.12,expense,Shopping,H&M,26/08/2024 02:00,mobile_wallet,0,748.59,578.46,0
7285,376,265,449.27,expense,Education,University,14/08/2024 10:00,mobile_wallet,0,1651.52,2286.06,38.42
8921,176,662,610.32,expense,Bills,Mobile Carrier,04/06/2024 10:00,card,0,1916.8,935.82,0
8081,540,103,528.73,expense,Bills,Water Co,08/06/2024 22:00,card,0,990.97,569.84,0
5288,11,152,349.38,expense,Health,Pharmacy,02/02/2024 18:00,bank_transfer,0,362.11,549.99,51.88
6570,420,330,721.11,expense,Food,Subway,24/10/2024 10:00,mobile_wallet,1,1098.73,529.75,0
9529,556,685,200.62,expense,Health,Pharmacy,16/06/2024 20:00,card,0,1416.62,2135.71,50.76
5318,328,500,2043.36,income,Salary,Freelance Client,29/02/2024 02:00,cash,0,2767.31,3831.64,38.46
2584,311,505,723.27,expense,Food,Starbucks,14/07/2024 01:00,mobile_wallet,0,278.02,352.43,26.76
8434,89,438,348.42,expense,Education,Bookstore,30/06/2024 09:00,mobile_wallet,0,843.01,900.42,6.81
4753,546,603,100.27,expense,Shopping,Sephora,17/02/2024 12:00,bank_transfer,0,243.66,40.05,0
8333,395,740,336.08,expense,Food,Subway,02/04/2024 17:00,mobile_wallet,0,1733.1,115.38,0
5144,293,653,531.12,expense,Food,KFC,23/04/2024 00:00,cash,0,1948.95,234.5,0
1716,84,143,242.69,expense,Shopping,Local Mall,09/01/2024 00:00,cash,1,2010.61,51.65,0
3032,458,144,282.81,expense,Entertainment,Cinema,08/02/2024 13:00,cash,0,509.68,728.73,42.98
2034,519,669,3513.54,income,Salary,Contract Payment,18/01/2024 19:00,mobile_wallet,0,1098.19,971.07,0
4342,177,782,342.9,expense,Food,McDonald's,23/01/2024 18:00,cash,0,2137.21,2957.99,38.4
9785,501,609,180.59,expense,Health,Clinic,02/12/2024 21:00,bank_transfer,0,2550.62,1799.2,0
5289,569,796,128.14,expense,Entertainment,Cinema,02/03/2024 17:00,mobile_wallet,0,930.04,1037.93,11.6
4534,447,519,176.34,expense,Education,Coursera,28/09/2024 04:00,cash,0,2201.46,931.04,0
7865,578,396,4386.54,income,Investment,Crypto Exchange,11/12/2024 06:00,mobile_wallet,0,2821.9,2470.54,0
5015,509,514,788.67,expense,Food,Burger King,30/07/2024 02:00,card,0,1332.5,1085.3,0
5070,403,352,138.23,expense,Health,Optics,15/09/2024 16:00,cash,0,2835.51,304.55,0
9845,407,666,562.86,expense,Education,Coursera,19/02/2024 23:00,bank_transfer,0,2964.58,2770.46,0
2622,44,610,146.25,expense,Education,Coursera,11/02/2024 02:00,cash,0,2360.33,169.77,0
1082,120,660,213.3,expense,Shopping,IKEA,29/03/2024 04:00,mobile_wallet,0,2391.56,1443.09,0
478,548,186,3899.58,income,Salary,Freelance Client,22/04/2024 21:00,cash,0,1389.42,1971.56,41.9
7273,537,774,706.3,expense,Entertainment,Cinema,23/07/2024 19:00,card,0,1606.52,2219.11,38.13
4212,255,872,490.61,expense,Entertainment,Cinema,16/10/2024 15:00,card,0,1617.98,2468.44,52.56
3291,313,97,141.86,expense,Food,KFC,27/02/2024 14:00,card,0,531.04,703.89,32.55
664,316,419,371.86,expense,Shopping,Zara,19/12/2024 01:00,cash,1,1946.8,2773.23,42.45
6310,572,529,554.77,expense,Food,Burger King,03/11/2024 12:00,cash,0,2894.43,431.6,0
5245,237,509,64.14,expense,Health,Gym,09/04/2024 15:00,bank_transfer,0,2370.31,807.32,0
6019,33,402,257.39,expense,Bills,Mobile Carrier,22/03/2024 00:00,cash,0,1796.28,2794.87,55.59
1226,273,399,704.18,expense,Shopping,Zara,02/04/2024 16:00,bank_transfer,0,2804.14,3154.67,12.5
7945,371,626,49.37,expense,Shopping,H&M,03/06/2024 20:00,mobile_wallet,0,1020.08,1261.76,23.69
2733,219,630,201.91,expense,Shopping,Local Mall,19/09/2024 00:00,bank_transfer,0,535.65,676.32,26.26
1239,300,811,599.42,expense,Bills,Water Co,24/07/2024 03:00,mobile_wallet,0,1383.3,1538.45,11.22
9185,407,362,661.33,expense,Other,Service Fee,19/06/2024 05:00,cash,0,405.71,511.27,26.02
9443,380,444,785.54,expense,Transport,Taxi,28/10/2024 10:00,card,0,1228.03,1466.57,19.42
2833,102,889,536.57,expense,Education,Udemy,24/10/2024 07:00,bank_transfer,0,1891.63,2714.99,43.53
9471,166,812,136.1,expense,Entertainment,Spotify,18/12/2024 06:00,card,0,1158.71,1667.21,43.89
4852,256,575,400.79,expense,Food,KFC,10/01/2024 15:00,mobile_wallet,0,2434.41,3675.79,50.99
2529,129,106,682.28,expense,Health,Clinic,23/04/2024 14:00,mobile_wallet,0,2720.76,282.94,0
5046,223,177,797.45,expense,Other,Service Fee,10/10/2024 07:00,cash,0,2613.83,4161.5,59.21
6831,476,447,226.35,expense,Health,Optics,28/06/2024 11:00,mobile_wallet,0,2895.85,2877.39,0
9072,279,147,4897.09,income,Salary,Freelance Client,05/11/2024 22:00,cash,0,1837.12,2800.49,52.44
7396,308,626,684.9,expense,Other,Unknown,25/07/2024 23:00,mobile_wallet,0,2397.18,1541.12,0
115,151,730,511.22,expense,Education,Udemy,03/07/2024 19:00,bank_transfer,0,2322.48,2406.44,3.62
4251,232,610,17,expense,Education,Tuition Office,21/04/2024 01:00,bank_transfer,0,825.45,425.01,0
2248,89,342,706.65,expense,Transport,Metro,03/12/2024 08:00,bank_transfer,0,1321.46,372.2,0
3844,527,783,436.6,expense,Education,Coursera,14/05/2024 18:00,mobile_wallet,0,2728.8,258.78,0
8818,246,582,520.01,expense,Transport,Gas Station,01/06/2024 16:00,mobile_wallet,0,2961.84,1278.02,0
7959,203,838,799.51,expense,Health,Optics,30/06/2024 09:00,cash,0,626.96,603.5,0
9559,269,577,2918.26,income,Investment,Mutual Funds,28/07/2024 12:00,card,0,650.08,129.77,0
3045,55,640,174.6,expense,Education,Bookstore,30/08/2024 13:00,card,0,2871.09,2564.71,0
2175,258,851,707.38,expense,Entertainment,Cinema,29/01/2024 12:00,card,0,2449.26,2760.28,12.7
7200,335,552,125.57,expense,Education,University,08/05/2024 17:00,bank_transfer,0,2375.04,1275.14,0
1652,572,251,738.29,expense,Education,Bookstore,11/12/2024 07:00,card,0,730.92,1114.17,52.43
2419,257,250,540.59,expense,Health,Dentist,24/08/2024 12:00,card,0,2218.86,941.1,0
6147,134,31,325.69,expense,Education,University,21/12/2024 02:00,cash,0,2457.6,646.71,0
